ProvincePoliAdmin;Cheflieux;Proved;Sproved;Territoire;Groupement;Commune;Nom Ecole;Adresse;GPS_latitude;GPS_longitude;GPS_altitude;GPS_precision;Numero SECOPE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;COLLEGE COLLEGE GIANNI INFANTINO;NULL;-4.372631940149549;15.283051732715508;327.1214837739894;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;MUANA NTUNU;SELEMBAO;ECOLE MATERNELLE 12 SELEMBAO;NULL;-4.362616576947516;15.284301630599677;311.1866032138342;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;COMPLEXE SCOLAIRE C,S HOREB;NULL;-4.372990192455009;15.283008646346802;322.2098193947784;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;COMPLEXE SCOLAIRE C.S LES FORMATEURS;NULL;-4.373497740677991;15.28323405344213;318.5154326626243;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;GROUPE SCOLAIRE G.S BANZA;NULL;-4.37427588132499;15.282000257569043;305.86913809402216;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;COLLEGE COLLEGE SHEKINAH;NULL;-4.3751689046360145;15.28221490233067;324.21445617854965;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;COLLEGE COLLEGE SAINT ETIENNE;NULL;-4.374983911414766;15.281879474840972;314.3697149495603;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;LYCEE LYCEE MAMAN MBOYO;NULL;-4.372747354679427;15.281506530380039;302.93189108837413;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;LYCEE GRAND LYCEE MODERNE;NULL;-4.375079621061702;15.280962747776837;313.410679778749;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;MADIATA;SELEMBAO;GROUPE SCOLAIRE GROUPE SCOLAIRE  BAMBA;NULL;-4.40047645877045;15.274751307995485;422.0160550159486;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;MADIATA;SELEMBAO;COLLEGE GRANDS  COLLEGE  MODERNE ;NULL;-4.398231105096294;15.276891655067677;390.7147246662133;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;NKULU;SELEMBAO;LYCEE MODERNE;NULL;-4.367533259353213;15.28372246355327;323.09209682781403;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;INGA;SELEMBAO;COLLEGE COLLEGE SAINT ROSTIN;NULL;-4.380898071830376;15.278755161658061;322.2451674579368;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;NLULU;SELEMBAO;COMPLEXE SCOLAIRE SAINT GABRIEL;NULL;-4.365909053925089;15.282757682364608;312.18396512937915;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;NKULU;SELEMBAO;COLLEGE TECHNOLOGIE  MODERNE ;NULL;-4.367101869967804;15.284377042296782;311.39478709843627;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;NKULU;SELEMBAO;COMPLEXE SCOLAIRE LUBAKI;NULL;-4.367042928128508;15.281995781061479;305.7382071583811;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;COLLEGE COLLEGE LA VERTU;NULL;-4.373090626910254;15.280041197548575;300.1938784561947;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;COLLEGE KABEMBA PASTOR;NULL;-4.372501031041075;15.281662136048613;318.65776776385627;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;COMPLEXE SCOLAIRE C.S REHOBOTH;NULL;-4.373548037820927;15.278942855226546;308.18235537301797;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;COLLEGE COLLEGE PERE NOEL;NULL;-4.3752257021170635;15.278613191051761;270.4950675119405;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;NDOBE;SELEMBAO;ECOLE PRIMAIRE CHRETIENNES LES GENIES ;NULL;-4.391611423777938;15.279121164172974;360.4518191652504;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;MOLENDE;SELEMBAO;COMPLEXE SCOLAIRE MALENGA;NULL;-4.389517067047809;15.281542221145445;376.7404884879371;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;MUANA  NTUNU ;SELEMBAO;COLLEGE MEMOS;NULL;-4.360566390682925;15.281371575537912;307.99600040627945;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;NDOBE;SELEMBAO;LYCEE EMAI CESER;NULL;-4.391838190744859;15.280144497085898;378.9441104330864;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;INGA;SELEMBAO;COMPLEXE SCOLAIRE C.S MAMAN BULA;NULL;-4.378665098081406;15.280712369291596;337.34828832675043;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;MAINS NTUNU ;SELEMBAO;GROUPE SCOLAIRE KABA KANI;NULL;-4.360421885470694;15.283737862796016;306.65857096970353;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;NKULU;SELEMBAO;COLLEGE LES TROIS VIE;NULL;-4.3686036902863545;15.281205199103256;320.68124374039667;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;COLLEGE COLLEGE NICAISE DE LA FRANCE;NULL;-4.37408741426146;15.281459263764742;287.0755267299272;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;NDOBE;SELEMBAO;COMPLEXE SCOLAIRE REHOBOTH;NULL;-4.3950961238893775;15.273398150589601;384.13478155560864;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;MADIATA;SELEMBAO;EDMOND;NULL;-4.399179641023984;15.276643126552408;417.45903991033714;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;INGA;SELEMBAO;GROUPE SCOLAIRE LA GRACE DE L''ETERNEL ;NULL;-4.38436681784255;15.288596810119502;355.80454996219896;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;"
MUANA NTUNU";SELEMBAO;ECOLE CHRETIENNE SHALOOM;NULL;-4.3596393351417;15.286059812357996;307.7749071145173;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;INGA;SELEMBAO;COMPLEXE SCOLAIRE JENOS;NULL;-4.379929976689228;15.281977548937999;360.0438742274466;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;COMPLEXE SCOLAIRE C.S NSUBA;NULL;-4.376802695066772;15.282108065178319;326.6257802180144;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;INGA;SELEMBAO;COMPLEXE SCOLAIRE GEPAL;NULL;-4.378586763738565;15.281951349244709;350.3947327039816;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 2;FUNA;LUBUDI;SELEMBAO;GROUPE SCOLAIRE G.S PAROLE DE VIE;NULL;-4.376429453938223;15.280795763203866;313.52989894798793;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BUMBU;FUNA;LOKORO;BUMBU;GROUPE SCOLAIRE KENJI;NULL;-4.368926155572481;15.298625136205493;314.5317648114237;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BANDALUNGWA;FUNA;LUMUMBA;BANDALUNGWA;COLLEGE MIXTE DE BANDALUNGWA;NULL;-4.345846776958757;15.286924791226898;298.6665201359655;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BANDALUNGWA;FUNA;ADOULA;BANDALUNGWA;COMPLEXE SCOLAIRE JOYEUX LUTIN;NULL;-4.351162475165424;15.284294815777264;297.4571862760557;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BANDALUNGWA;FUNA;ADOULA;BANDALUNGWA;COLLEGE BARON HARVAND;NULL;-4.349023273011709;15.281124384544855;294.2505042631147;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BANDALUNGWA;FUNA;LINGWALA;BANDALUNGWA;UNIVERS SCOLAIRE ;NULL;-4.3522086931323685;15.283897706400952;293.5113189504889;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BANDALUNGWA;FUNA;LUBUDI;BANDALUNGWA;COLLEGE MEMOS;NULL;-4.354560343942187;15.282237255108491;295.03499535862323;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BANDALUNGWA;FUNA;LUBUDI;BANDALUNGWA;COMPLEXE SCOLAIRE ELIEL;NULL;-4.356604354851712;15.282795451577318;311.71030518596183;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BANDALUNGWA;FUNA;ADOULA;BANDALUNGWA;COMPLEXE SCOLAIRE NSASA;NULL;-4.348600010795124;15.284291442542404;296.25478036368213;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BANDALUNGWA;FUNA;ADOULA;BANDALUNGWA;COMPLEXE SCOLAIRE OUTRES NEUVES ;NULL;-4.344297039626061;15.283146395689647;282.5177019268383;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BANDALUNGWA;FUNA;LUMUMBA;BANDALUNGWA;COLLEGE JUBILE SAINT LWANGA;NULL;-4.348759006325673;15.288189996839238;295.85177689835723;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BANDALUNGWA;FUNA;BISENGO;BANDALUNGWA;LYCEE LYCEE LES ARCHANGE;NULL;-4.345356145841346;15.278978001006674;284.7674453237301;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BANDALUNGWA;FUNA;BISENGO;BANDALUNGWA;COMPLEXE SCOLAIRE LA TOURELLE;NULL;-4.346693205363164;15.278800874919712;310.2442314487253;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BANDALUNGWA;FUNA;ADOULA;BANDALUNGWA;COMPLEXE SCOLAIRE MARIE STELLA;NULL;-4.343225418364971;15.28192037716868;284.7036275675415;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BANDALUNGWA;FUNA;LUBUDI;BANDALUNGWA;COMPLEXE SCOLAIRE 04 JANVIER;NULL;-4.34733927047648;15.272750362970857;287.5825626727252;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BUMBU;FUNA;MBAKI;BUMBU;COMPLEXE SCOLAIRE LA GUERISON ;NULL;-4.3732496731136505;15.294188943330044;312.4712702825128;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BUMBU;FUNA;MBAKI;BUMBU;COMPLEXE SCOLAIRE 3S EVF;NULL;-4.373490268107526;15.294288076443761;313.78270242596506;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BUMBU;FUNA;MBAKI;BUMBU;COMPLEXE SCOLAIRE LA SOURCE;NULL;-4.369848463075876;15.29585146689087;311.2326592942247;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BUMBU;FUNA;MBAKI;BUMBU;LE BIJOU;NULL;-4.372412843926526;15.297296759010525;320.87635421736235;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;BUMBU;FUNA;LOKORO;BUMBU;COMPLEXE SCOLAIRE UMOJA;NULL;-4.3670533193172885;15.299175064547317;307.1372504261407;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 1;FUNA;KALUNGA;SELEMBAO;COMPLEXE SCOLAIRE GAMALIEL;NULL;-4.395570338063449;15.297721332450976;393.4334648870913;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 1;FUNA;KALUNDA;SELEMBAO;COLLEGE LE SAVOIR;NULL;-4.391494713016145;15.296032394477457;371.395314935142;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 1;FUNA;KALUNGA;SELEMBAO;COMPLEXE SCOLAIRE MAKODAR;NULL;-4.391497276585058;15.295498865932894;372.3440896155367;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KINSHASA;KINSHASA;KINSHASA FUNA;SELEMBAO 1;FUNA;NGAFANI;SELEMBAO;COLLEGE SAINTE  PAULINE;NULL;-4.404049077184047;15.289431222345746;400.04157821559835;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
